Account,Extreme Fear,Fear,Neutral,Greed,Extreme Greed
0x083384f897ee0f19899168e3b1bec365f52a9012,1247.69221441,626.1943461839145,298.4563342992874,482.08932088327526,-42.62681048042328
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,-24.91266500588235,-0.6326227311212814,-16.573722395833332,10.211823158681618,43.22290295151516
0x271b280974205ca63b716753467d5a371de622ab,20.96221444416562,16.125219748394002,-31.78354016861436,-185.22186365555558,358.63204299999995
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,-44.71430711498258,9.59437087848463,6.207158245772266,10.50255621919192,14.437904109611015
0x2c229d22b100a7beb69122eed721cee9b24011dd,101.92185524107143,10.444070267716535,41.66782569064039,79.35048596442688,61.49868092692828
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,-216.6077025589354,-1.8244488125,-37.23960921212121,-34.62735278431372,192.49802342236023
0x39cef799f8b69da1995852eea189df24eb5cae3c,-45.67115998381295,37.175405240652616,40.26929397058824,168.12317865079365,125.27291186956522
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,5.818598105263158,53.88049758227849,4009.581548,163.0698608846154,178.9813353932039
0x420ab45e0bd8863569a5efbb9c05d91f40624641,155.09970963934427,1016.8191668265306,1547.7846563541668,177.69044117647059,37.21869064814815
0x430f09841d65beb3f27765503d0f850b8bce7713,0.0,23.692202962025316,440.0102964925373,294.922916753886,8285.663251666667
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,-37.15458444501279,10.821952627705627,6.142136719512195,10.761178141259565,21.35744426634921
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,169.06328548275863,212.59435734813755,144.91084959970237,84.9275622784141,122.73086336526946
0x4f93fead39b70a1824f981a54d4e55b278e9f760,200.39500432884097,-16.54511943252595,35.64160001644479,33.857528488860325,52.82816290269828
0x513b8629fe877bb581bf244e326a047b249c4ff1,-205.5543950982659,61.388767250292595,151.50198412793006,51.450825164405174,0.0
0x6d6a4b953f202f8df5bed40692e7fd865318264a,14.24656372027972,5.683451412256267,20.624933163934426,125.32531551037344,428.02384293567246
0x72743ae2822edd658c0c50608fd7c5c501b2afbd,66.75834970530452,-187.20177575884244,0.0,764.9162195210793,0.0
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,900.0025412217195,335.30010348027844,-79.41576261403509,43.192043032786884,2.526807436123348
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,81.24315840189874,29.66603104747596,-1.7800249118852463,36.64529953972498,55.00570484703732
0x7f4f299f74eec87806a830e3caa9afa5f2b9db8f,3.9064510690909087,7.420132939338235,-3.798615173076924,81.63002395180725,420.2775286666667
0x8170715b3b381dffb7062c0298972d4727a0a63b,79.9590762955975,86.7007065094556,50.32818260465116,-217.8474883448276,-195.26442123469388
0x8381e6d82f1affd39a336e143e081ef7620a3b7f,-98.47951751020409,4.698460545454545,9.063013956643356,192.28589663299664,0.14647095000000016
0x8477e447846c758f5a675856001ea72298fd9cb5,3.2918548905380334,6.309012583446404,0.368265474715262,-3.5327071028806585,14.067087569744103
0x92f17e8d81a944691c10e753af1b1baae1a2cd0d,50.38177867647059,-3.254162617801047,0.0,50.253754429524605,41.00727868495804
0xa0feb3725a9335f49874d7cd8eaad6be45b27416,3.745403492592593,5.565606430722891,1.7534768729394332,8.529496366707168,13.666356243065485
0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,-192.2097014,-379.9980389545455,-13.407838499999999,408.9797290462963,181.2940121484375
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,7.780134875,66.09220047967479,,224.51973447058822,110.13428011578948
0xaf40fdc468c30116bd3307bcbf4a451a7ebf1deb,0.0,31.96198447032967,137.64776113461537,8.6401,3.048948
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,12.915975824086605,31.003381483194676,116.08603838385883,90.68742338767193,672.7357633444918
0xb899e522b5715391ae1d4f137653e7906c5e2115,-21.06645961826252,17.540671432304038,12.796015694267515,,
0xbaaaf6571ab7d571043ff1e313a9609a10637864,58.46383432857143,49.92139389273941,13.435311504918033,0.9344916,
0xbd5fead7180a9c139fa51a103cb6a2ce86ddb5c3,97.44838090180878,200.50612001439458,-218.6502511331719,86.45201101428572,19.526324419354832
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,6.059084884426068,4.33910526005736,3.3300605015350606,33.16973468792587,71.21991197159007
